Course51	taughtBy	Person5
Course172	taughtBy	Person335
Course46	taughtBy	Person335
Course71	taughtBy	Person5
Course124	taughtBy	Person335
Course51	taughtBy	Person166
Course49	taughtBy	Person263
Course19	taughtBy	Person5
Course63	taughtBy	Person335
Course51	taughtBy	Person18
Course53	taughtBy	Person248
Course172	taughtBy	Person335
Course49	taughtBy	Person248
Course46	taughtBy	Person335
Course146	taughtBy	Person335
Course49	taughtBy	Person248
Course53	taughtBy	Person189
Course172	taughtBy	Person46
Course138	taughtBy	Person335
Course124	taughtBy	Person9
Course49	taughtBy	Person64
Course46	taughtBy	Person335
Course146	taughtBy	Person335
Course124	taughtBy	Person46
Course49	taughtBy	Person189
Course19	taughtBy	Person370
Course146	courseLevel	Level_300
Course124	courseLevel	Level_300
Course51	courseLevel	Level_400
Course49	courseLevel	Level_400
Course53	courseLevel	Level_400
Course46	courseLevel	Level_500
Course19	courseLevel	Level_500
Course172	courseLevel	Level_500
Course71	courseLevel	Level_500
Course63	courseLevel	Level_500
Course152	courseLevel	Level_500
Course54	courseLevel	Level_500
Course138	courseLevel	Level_500
Course35	courseLevel	Level_500
Person335	hasPosition	Faculty
Person46	hasPosition	Faculty
Person189	hasPosition	Faculty_adjunct
Person5	hasPosition	Faculty
Person18	inPhase	Pre_Quals
Person9	inPhase	Post_Generals
Person429	inPhase	Post_Quals
Person27	inPhase	Pre_Quals
Person362	inPhase	Post_Quals
Person96	inPhase	Post_Generals
Person361	inPhase	Post_Generals
Person263	inPhase	Post_Generals
Person183	inPhase	Pre_Quals
Person118	inPhase	Post_Generals
Person27	tempAdvisedBy	Person335
Person18	yearsInProgram	Year_3
Person9	yearsInProgram	Year_5
Person429	yearsInProgram	Year_5
Person27	yearsInProgram	Year_1
Person362	yearsInProgram	Year_3
Person96	yearsInProgram	Year_5
Person361	yearsInProgram	Year_6
Person263	yearsInProgram	Year_6
Person183	yearsInProgram	Year_4
Person118	yearsInProgram	Year_4
Course49	ta	Person361
Course46	ta	Person429
Course124	ta	Person105
Course51	ta	Person27
Course138	ta	Person18
Course49	ta	Person361
Course124	ta	Person108
Course124	ta	Person203
Course51	ta	Person96
Course49	ta	Person287
Course49	ta	Person87
Course124	ta	Person18
Course124	ta	Person35
Course49	ta	Person287
Course49	ta	Person87
Course46	ta	Person429
Course124	ta	Person108
Course124	ta	Person203
Course53	ta	Person287
Course172	ta	Person325
Course49	ta	Person361
Course51	ta	Person39
Course124	ta	Person76
Course124	ta	Person9
Course49	ta	Person96
Course19	ta	Person232
Course53	taughtBy	Person248
Course49	taughtBy	Person64
Course49	taughtBy	Person64
professor	unary	Person248
professor	unary	Person64
professor	unary	Person166
professor	unary	Person370
professor	unary	Person335
professor	unary	Person46
professor	unary	Person189
professor	unary	Person5
student	unary	Person18
student	unary	Person9
student	unary	Person429
student	unary	Person27
student	unary	Person362
student	unary	Person96
student	unary	Person361
student	unary	Person263
student	unary	Person183
student	unary	Person118
student	unary	Person105
student	unary	Person108
student	unary	Person203
student	unary	Person287
student	unary	Person87
student	unary	Person39
student	unary	Person35
student	unary	Person325
student	unary	Person76
student	unary	Person232
Person248	samePerson	Person248
Person64	samePerson	Person64
Person166	samePerson	Person166
Person370	samePerson	Person370
Person335	samePerson	Person335
Person46	samePerson	Person46
Person189	samePerson	Person189
Person5	samePerson	Person5
Person18	samePerson	Person18
Person9	samePerson	Person9
Person429	samePerson	Person429
Person27	samePerson	Person27
Person362	samePerson	Person362
Person96	samePerson	Person96
Person361	samePerson	Person361
Person263	samePerson	Person263
Person183	samePerson	Person183
Person118	samePerson	Person118
Person105	samePerson	Person105
Person108	samePerson	Person108
Person203	samePerson	Person203
Person287	samePerson	Person287
Person87	samePerson	Person87
Person39	samePerson	Person39
Person35	samePerson	Person35
Person325	samePerson	Person325
Person76	samePerson	Person76
Person232	samePerson	Person232
Course146	sameCourse	Course146
Course124	sameCourse	Course124
Course51	sameCourse	Course51
Course49	sameCourse	Course49
Course53	sameCourse	Course53
Course46	sameCourse	Course46
Course19	sameCourse	Course19
Course172	sameCourse	Course172
Course71	sameCourse	Course71
Course63	sameCourse	Course63
Course152	sameCourse	Course152
Course54	sameCourse	Course54
Course138	sameCourse	Course138
